               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  53,            0.048908,            0.011288,           0.0020705,             0.99165,             0.98253,             0.99404,             0.52655,            0.026793,            0.010399,          0.00093841,           0.0032845,           0.0032845,            0.038585
                  54,            0.050472,            0.011363,           0.0020154,             0.94872,             0.99219,             0.98227,             0.53452,            0.026298,            0.010311,          0.00085544,           0.0032528,           0.0032528,            0.037353
                  55,            0.046954,            0.010804,           0.0016621,             0.86682,             0.97104,             0.97647,             0.45884,            0.028195,            0.010439,           0.0008529,           0.0032181,           0.0032181,            0.036118
                  56,            0.046202,            0.010584,           0.0015888,             0.98377,             0.95729,             0.98231,             0.48457,            0.027928,            0.010382,          0.00089896,           0.0031806,           0.0031806,            0.034881
                  57,            0.048821,            0.010992,           0.0018872,             0.88311,             0.96869,             0.97293,             0.55837,            0.028754,            0.010271,          0.00089961,           0.0031403,           0.0031403,             0.03364
                  58,            0.050585,            0.011174,           0.0020493,             0.99995,             0.98274,             0.99455,              0.5783,            0.023255,            0.010427,          0.00082364,           0.0030973,           0.0030973,            0.032397
                  59,            0.048379,            0.010982,           0.0019983,              0.9321,             0.96206,             0.97352,             0.51811,            0.027203,            0.010143,          0.00083757,           0.0030518,           0.0030518,            0.031152
                  60,            0.045476,            0.011073,           0.0017778,                   1,             0.98516,             0.99464,             0.48477,            0.029134,            0.010161,          0.00089402,            0.003004,            0.003004,            0.029904
                  61,            0.049399,            0.010592,           0.0018623,             0.98942,             0.99996,             0.99492,             0.58428,            0.022536,            0.010034,          0.00084203,           0.0029539,           0.0029539,            0.028654
                  62,            0.043938,            0.010162,           0.0017902,             0.98476,             0.99895,             0.99485,             0.58352,            0.024018,           0.0099256,          0.00077992,           0.0029018,           0.0029018,            0.027402
                  63,            0.042236,            0.010356,             0.00157,             0.97605,             0.99214,             0.99274,             0.58617,            0.022733,           0.0097827,           0.0007208,           0.0028477,           0.0028477,            0.026148
                  64,            0.042081,            0.010102,           0.0014486,             0.98356,             0.99996,             0.99485,              0.5787,            0.023165,           0.0097058,          0.00068508,           0.0027919,           0.0027919,            0.024892
                  65,            0.047123,            0.010121,           0.0016684,             0.99721,                   1,               0.995,             0.57475,            0.022996,           0.0097314,          0.00071693,           0.0027345,           0.0027345,            0.023635
                  66,            0.044263,            0.009621,           0.0016472,             0.99846,             0.99998,               0.995,             0.57494,            0.021405,           0.0095652,          0.00071285,           0.0026757,           0.0026757,            0.022376
                  67,            0.042433,           0.0097724,           0.0015081,              0.9984,                   1,               0.995,             0.57951,            0.021493,           0.0094673,           0.0007333,           0.0026156,           0.0026156,            0.021116
                  68,            0.042514,            0.010426,           0.0019892,             0.99998,             0.97738,              0.9913,             0.55528,            0.023937,           0.0094466,          0.00066298,           0.0025544,           0.0025544,            0.019854
                  69,            0.040724,           0.0097394,           0.0019362,             0.99062,             0.99219,             0.99174,             0.50732,            0.025904,            0.009587,            0.000631,           0.0024924,           0.0024924,            0.018592
                  70,            0.039727,           0.0097159,           0.0014935,             0.96923,             0.97346,             0.98077,             0.48857,            0.028174,           0.0095527,          0.00062811,           0.0024296,           0.0024296,             0.01733
                  71,            0.039998,            0.010016,           0.0014203,             0.98346,             0.98437,             0.98825,             0.53294,            0.023796,            0.009595,          0.00068691,           0.0023663,           0.0023663,            0.016066
                  72,            0.040756,           0.0098511,           0.0015333,              0.9996,                   1,               0.995,             0.58017,            0.021362,           0.0093497,           0.0006206,           0.0023026,           0.0023026,            0.014803
                  73,            0.040991,           0.0099174,           0.0017319,             0.99978,                   1,               0.995,              0.5784,            0.021169,           0.0092093,          0.00055895,           0.0022389,           0.0022389,            0.013539
                  74,            0.039597,           0.0093096,            0.001268,             0.99833,                   1,               0.995,             0.56298,            0.023298,           0.0092655,          0.00055472,           0.0021752,           0.0021752,            0.012275
                  75,            0.041173,           0.0098741,           0.0015956,             0.99897,             0.99995,               0.995,             0.58695,             0.02171,            0.009395,          0.00057686,           0.0021117,           0.0021117,            0.011012
                  76,            0.035093,           0.0099205,           0.0013441,             0.99812,                   1,               0.995,             0.58089,             0.02182,           0.0092881,           0.0005484,           0.0020487,           0.0020487,           0.0097487
                  77,             0.04075,            0.009688,           0.0012105,              0.9959,             0.99998,               0.995,             0.59304,            0.020947,           0.0094438,          0.00059962,           0.0019864,           0.0019864,           0.0084864
                  78,            0.039685,            0.010078,           0.0013977,             0.99593,                   1,               0.995,             0.59257,            0.020282,           0.0092403,          0.00057891,            0.001925,            0.001925,            0.007225
                  79,            0.034232,           0.0093753,           0.0010396,             0.99708,             0.98435,             0.99238,              0.5751,            0.021754,           0.0091582,          0.00051143,           0.0018646,           0.0018646,           0.0059646
                  80,            0.032643,           0.0090976,          0.00095852,             0.99536,             0.98437,             0.99248,             0.55992,            0.021449,           0.0090923,           0.0004486,           0.0018055,           0.0018055,           0.0047055
                  81,            0.038787,           0.0097275,           0.0010507,             0.98922,             0.99215,             0.99325,             0.59284,             0.02109,            0.008983,          0.00041004,           0.0017479,           0.0017479,           0.0034479
                  82,            0.036807,           0.0091192,           0.0010515,             0.99034,             0.99219,             0.99352,             0.56434,            0.021188,           0.0089896,          0.00042407,            0.001692,            0.001692,            0.002192
                  83,            0.032933,           0.0093231,           0.0011353,             0.99078,             0.99219,             0.99356,             0.53392,             0.02089,           0.0089832,           0.0004288,           0.0016267,           0.0016267,           0.0016267
                  84,            0.035703,           0.0092795,          0.00097782,             0.99907,             0.99215,             0.99368,             0.59522,            0.020354,           0.0089033,          0.00044356,           0.0016267,           0.0016267,           0.0016267
                  85,             0.03429,           0.0093303,           0.0012179,             0.99919,             0.99217,             0.99381,             0.60512,            0.020564,           0.0089522,          0.00044336,           0.0015566,           0.0015566,           0.0015566
                  86,            0.038184,            0.009542,           0.0015676,             0.99906,             0.99205,               0.994,             0.58022,            0.021133,           0.0091781,           0.0004338,           0.0014905,           0.0014905,           0.0014905
                  87,            0.033562,           0.0094062,           0.0012537,             0.99973,             0.99219,             0.99386,             0.57851,            0.021888,           0.0091364,          0.00042724,           0.0014283,           0.0014283,           0.0014283
                  88,            0.032603,           0.0092573,            0.001048,             0.99932,                   1,               0.995,             0.59833,            0.020625,           0.0089668,          0.00042518,           0.0013701,           0.0013701,           0.0013701
                  89,            0.034383,           0.0090629,           0.0010538,             0.99906,             0.99213,             0.99427,             0.59864,            0.020206,           0.0088605,          0.00041042,            0.001316,            0.001316,            0.001316
                  90,            0.032482,           0.0092973,          0.00090091,             0.99984,             0.99219,             0.99416,             0.61378,            0.020475,           0.0088197,          0.00038148,            0.001266,            0.001266,            0.001266
                  91,            0.033129,           0.0094704,          0.00082212,             0.99985,             0.99219,             0.99376,             0.59558,            0.019703,           0.0087942,          0.00035764,           0.0012202,           0.0012202,           0.0012202
                  92,            0.031393,           0.0090789,          0.00076307,             0.99769,             0.99219,              0.9939,             0.61403,            0.019392,           0.0087239,          0.00034941,           0.0011787,           0.0011787,           0.0011787
                  93,            0.032239,           0.0091068,          0.00091358,             0.99617,             0.99219,             0.99376,             0.59132,            0.019979,           0.0088005,          0.00033606,           0.0011414,           0.0011414,           0.0011414
                  94,              0.0322,           0.0093846,          0.00090566,             0.99702,             0.99218,             0.99372,             0.60291,            0.019756,            0.008713,          0.00033072,           0.0011084,           0.0011084,           0.0011084
                  95,            0.031629,           0.0096346,          0.00077341,             0.99869,                   1,               0.995,             0.59706,            0.019575,           0.0087028,          0.00032605,           0.0010797,           0.0010797,           0.0010797
                  96,            0.033048,           0.0092255,          0.00091475,              0.9985,                   1,               0.995,             0.59436,             0.01951,           0.0087074,           0.0003148,           0.0010554,           0.0010554,           0.0010554
                  97,            0.034337,           0.0091051,           0.0010389,             0.99847,                   1,               0.995,             0.60558,            0.019687,           0.0087712,          0.00030889,           0.0010355,           0.0010355,           0.0010355
                  98,            0.032183,           0.0090397,           0.0009202,             0.99892,                   1,               0.995,             0.62152,            0.019353,           0.0087006,          0.00030309,             0.00102,             0.00102,             0.00102
                  99,             0.02973,           0.0093894,          0.00078561,             0.99926,                   1,               0.995,             0.58471,            0.019615,           0.0087391,          0.00029201,           0.0010089,           0.0010089,           0.0010089
