               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  18,            0.052451,            0.017172,                   0,             0.99955,             0.96875,             0.99092,             0.60005,            0.034984,            0.017509,                   0,            0.002111,            0.002111,            0.079411
                  19,            0.045808,            0.019036,                   0,             0.83504,             0.95312,             0.93524,             0.61488,            0.037324,            0.017017,                   0,            0.002204,            0.002204,            0.078304
                  20,            0.048456,            0.016436,                   0,             0.84043,             0.82299,             0.90671,             0.43291,            0.039683,            0.016631,                   0,           0.0022943,           0.0022943,            0.077194
                  21,            0.046476,            0.016807,                   0,             0.92186,             0.92188,              0.9535,             0.63505,            0.045411,            0.015409,                   0,           0.0023816,           0.0023816,            0.076082
                  22,            0.046686,            0.015601,                   0,             0.96869,             0.96875,             0.98506,             0.54871,            0.038126,            0.015745,                   0,            0.002466,            0.002466,            0.074966
                  23,            0.044199,            0.016746,                   0,             0.95081,             0.90625,               0.963,             0.53902,            0.042415,            0.014891,                   0,           0.0025473,           0.0025473,            0.073847
                  24,            0.044286,            0.014607,                   0,             0.89217,             0.90496,             0.95366,              0.4695,            0.043342,            0.014221,                   0,           0.0026253,           0.0026253,            0.072725
                  25,             0.04228,             0.01473,                   0,             0.94786,             0.89062,             0.97611,             0.55532,            0.030117,            0.014794,                   0,           0.0027001,           0.0027001,              0.0716
                  26,            0.041942,            0.013927,                   0,             0.84979,             0.89062,             0.93606,             0.68494,            0.039493,            0.013496,                   0,           0.0027715,           0.0027715,            0.070471
                  27,            0.042455,            0.014567,                   0,             0.99978,             0.98438,             0.99153,             0.61618,            0.038729,            0.013492,                   0,           0.0028394,           0.0028394,            0.069339
                  28,            0.039738,            0.013911,                   0,             0.98437,             0.98435,              0.9937,              0.6575,            0.030241,            0.013322,                   0,           0.0029038,           0.0029038,            0.068204
                  29,            0.039995,            0.012899,                   0,             0.99998,                   1,               0.995,             0.72188,            0.033062,             0.01256,                   0,           0.0029647,           0.0029647,            0.067065
                  30,            0.042353,            0.013556,                   0,             0.95522,             0.99998,             0.99252,             0.66928,            0.033548,            0.012177,                   0,           0.0030218,           0.0030218,            0.065922
                  31,            0.038108,            0.012544,                   0,              0.9999,             0.98438,              0.9931,             0.68371,            0.029087,            0.012285,                   0,           0.0030753,           0.0030753,            0.064775
                  32,            0.036344,            0.012186,                   0,             0.83804,             0.88938,             0.91068,              0.5981,            0.036279,            0.011519,                   0,           0.0031249,           0.0031249,            0.063625
                  33,             0.03848,            0.012278,                   0,                   1,             0.98435,              0.9947,             0.71653,            0.033274,            0.011136,                   0,           0.0031708,           0.0031708,            0.062471
                  34,            0.039567,            0.012296,                   0,             0.99997,                   1,               0.995,             0.73649,            0.028176,            0.011274,                   0,           0.0032128,           0.0032128,            0.061313
                  35,            0.037763,            0.011268,                   0,                   1,             0.97846,             0.99331,             0.63346,            0.041292,            0.010565,                   0,            0.003251,            0.003251,            0.060151
                  36,            0.036236,            0.011533,                   0,             0.77628,             0.92188,             0.90237,             0.62662,            0.030379,            0.010682,                   0,           0.0032853,           0.0032853,            0.058985
                  37,            0.036687,            0.010907,                   0,             0.99979,             0.98438,             0.99377,             0.72159,            0.031406,            0.010572,                   0,           0.0033157,           0.0033157,            0.057816
                  38,             0.03524,            0.010458,                   0,             0.99999,                   1,               0.995,             0.60292,            0.027232,            0.010234,                   0,           0.0033421,           0.0033421,            0.056642
                  39,            0.035689,            0.011323,                   0,             0.99999,                   1,               0.995,             0.63645,            0.029655,            0.010051,                   0,           0.0033646,           0.0033646,            0.055465
                  40,            0.032457,            0.010647,                   0,             0.99999,             0.98438,             0.99441,             0.63585,            0.024857,           0.0098764,                   0,           0.0033833,           0.0033833,            0.054283
                  41,            0.033626,            0.010186,                   0,             0.91089,             0.98438,             0.97848,             0.58134,            0.038194,            0.009395,                   0,            0.003398,            0.003398,            0.053098
                  42,            0.043208,            0.010403,                   0,             0.85495,             0.92097,             0.95384,             0.66934,             0.03421,            0.010375,                   0,           0.0034088,           0.0034088,            0.051909
                  43,            0.042454,           0.0097597,                   0,                   1,             0.92167,              0.9815,              0.6925,            0.037671,            0.010276,                   0,           0.0034158,           0.0034158,            0.050716
                  44,            0.043512,            0.010581,                   0,              0.9999,             0.98438,              0.9947,             0.73777,            0.027932,            0.010607,                   0,            0.003419,            0.003419,            0.049519
                  45,            0.039923,            0.010373,                   0,              0.9991,             0.96875,             0.99303,             0.67221,            0.034096,            0.010367,                   0,           0.0034184,           0.0034184,            0.048318
                  46,            0.037595,            0.010661,                   0,             0.99991,             0.98438,             0.99188,             0.66786,            0.028801,            0.010173,                   0,            0.003414,            0.003414,            0.047114
                  47,             0.03824,             0.00945,                   0,             0.84918,             0.96777,              0.9078,             0.69279,            0.033191,            0.010169,                   0,            0.003406,            0.003406,            0.045906
                  48,             0.03563,           0.0099454,                   0,                   1,             0.99999,               0.995,             0.69288,            0.030136,           0.0098513,                   0,           0.0033944,           0.0033944,            0.044694
                  49,            0.036889,           0.0099022,                   0,                   1,                   1,               0.995,             0.77484,            0.025759,           0.0098216,                   0,           0.0033792,           0.0033792,            0.043479
                  50,            0.032095,            0.010008,                   0,             0.99999,                   1,               0.995,              0.6884,            0.028332,           0.0091187,                   0,           0.0033605,           0.0033605,             0.04226
                  51,            0.034502,           0.0095508,                   0,             0.99999,                   1,               0.995,             0.73161,            0.023202,           0.0089538,                   0,           0.0033384,           0.0033384,            0.041038
                  52,             0.03247,           0.0089903,                   0,             0.99998,                   1,               0.995,             0.67087,            0.027718,           0.0089709,                   0,           0.0033131,           0.0033131,            0.039813
                  53,            0.031014,           0.0093962,                   0,                   1,             0.99998,               0.995,             0.74075,            0.024309,           0.0086217,                   0,           0.0032845,           0.0032845,            0.038585
                  54,            0.030887,           0.0082412,                   0,             0.99997,                   1,               0.995,             0.75037,            0.026316,           0.0087571,                   0,           0.0032528,           0.0032528,            0.037353
                  55,             0.03242,           0.0084077,                   0,             0.99998,                   1,               0.995,             0.74659,            0.021779,           0.0088497,                   0,           0.0032181,           0.0032181,            0.036118
                  56,            0.032768,           0.0087452,                   0,             0.99999,                   1,               0.995,             0.72624,            0.024566,           0.0086246,                   0,           0.0031806,           0.0031806,            0.034881
                  57,            0.032201,           0.0086566,                   0,                   1,                   1,               0.995,             0.76266,            0.023548,           0.0084418,                   0,           0.0031403,           0.0031403,             0.03364
                  58,            0.028527,           0.0086922,                   0,             0.99999,                   1,               0.995,             0.75895,            0.023222,           0.0081277,                   0,           0.0030973,           0.0030973,            0.032397
                  59,             0.03102,           0.0080381,                   0,                   1,                   1,               0.995,              0.7418,            0.024752,           0.0079866,                   0,           0.0030518,           0.0030518,            0.031152
                  60,            0.028207,           0.0082333,                   0,             0.99999,                   1,               0.995,             0.70695,            0.028378,           0.0078077,                   0,            0.003004,            0.003004,            0.029904
                  61,            0.031614,           0.0077542,                   0,             0.99998,                   1,               0.995,             0.72187,            0.024084,           0.0078778,                   0,           0.0029539,           0.0029539,            0.028654
                  62,            0.026864,           0.0073378,                   0,                   1,                   1,               0.995,             0.72757,            0.024686,           0.0079025,                   0,           0.0029018,           0.0029018,            0.027402
                  63,            0.026664,           0.0074319,                   0,             0.99998,                   1,               0.995,               0.743,            0.019563,           0.0078032,                   0,           0.0028477,           0.0028477,            0.026148
                  64,            0.023324,           0.0073071,                   0,                   1,                   1,               0.995,             0.74639,            0.021546,           0.0074629,                   0,           0.0027919,           0.0027919,            0.024892
                  65,            0.025351,           0.0079785,                   0,             0.99999,                   1,               0.995,             0.77518,            0.020252,           0.0072827,                   0,           0.0027345,           0.0027345,            0.023635
                  66,             0.02474,           0.0074634,                   0,             0.99999,                   1,               0.995,             0.78063,             0.02037,           0.0071884,                   0,           0.0026757,           0.0026757,            0.022376
                  67,            0.025591,            0.007889,                   0,             0.99998,                   1,               0.995,             0.77112,            0.019789,            0.007142,                   0,           0.0026156,           0.0026156,            0.021116
                  68,            0.022664,           0.0079909,                   0,             0.99998,                   1,               0.995,             0.76735,            0.019411,           0.0071025,                   0,           0.0025544,           0.0025544,            0.019854
                  69,            0.023789,           0.0074391,                   0,             0.99998,                   1,               0.995,              0.7594,            0.025621,           0.0071138,                   0,           0.0024924,           0.0024924,            0.018592
                  70,            0.025641,            0.007141,                   0,             0.99999,                   1,               0.995,             0.77938,            0.023101,           0.0070668,                   0,           0.0024296,           0.0024296,             0.01733
                  71,            0.026018,           0.0071809,                   0,             0.99999,                   1,               0.995,             0.77666,            0.020929,           0.0071506,                   0,           0.0023663,           0.0023663,            0.016066
                  72,            0.025728,           0.0075979,                   0,                   1,                   1,               0.995,             0.76808,            0.019838,           0.0070922,                   0,           0.0023026,           0.0023026,            0.014803
                  73,            0.024794,           0.0066144,                   0,             0.99999,                   1,               0.995,             0.75137,             0.02266,            0.007083,                   0,           0.0022389,           0.0022389,            0.013539
                  74,            0.027713,           0.0075505,                   0,             0.99998,                   1,               0.995,             0.76627,            0.020714,           0.0070916,                   0,           0.0021752,           0.0021752,            0.012275
                  75,            0.022873,           0.0067649,                   0,             0.99999,                   1,               0.995,             0.77072,            0.017789,           0.0070181,                   0,           0.0021117,           0.0021117,            0.011012
                  76,            0.022453,           0.0075309,                   0,                   1,                   1,               0.995,             0.77907,            0.019018,           0.0068635,                   0,           0.0020487,           0.0020487,           0.0097487
                  77,            0.022668,           0.0069633,                   0,             0.99999,                   1,               0.995,             0.77033,            0.018525,           0.0069219,                   0,           0.0019864,           0.0019864,           0.0084864
                  78,              0.0221,           0.0071607,                   0,             0.99999,                   1,               0.995,             0.77406,            0.018839,           0.0068311,                   0,            0.001925,            0.001925,            0.007225
                  79,            0.021681,           0.0066902,                   0,                   1,                   1,               0.995,             0.78251,            0.017495,           0.0067841,                   0,           0.0018646,           0.0018646,           0.0059646
                  80,            0.021544,           0.0063544,                   0,             0.99998,                   1,               0.995,             0.76958,            0.020524,           0.0067919,                   0,           0.0018055,           0.0018055,           0.0047055
                  81,            0.021858,           0.0065124,                   0,                   1,                   1,               0.995,             0.77611,             0.01753,           0.0067053,                   0,           0.0017479,           0.0017479,           0.0034479
                  82,            0.018856,           0.0067856,                   0,             0.99998,                   1,               0.995,             0.77788,            0.017133,           0.0065766,                   0,            0.001692,            0.001692,            0.002192
                  83,            0.019426,            0.006705,                   0,                   1,                   1,               0.995,              0.7805,            0.016918,           0.0064657,                   0,           0.0016267,           0.0016267,           0.0016267
                  84,            0.018059,           0.0065972,                   0,             0.99998,                   1,               0.995,             0.78207,            0.016979,           0.0064468,                   0,           0.0016267,           0.0016267,           0.0016267
                  85,            0.019794,           0.0060366,                   0,             0.99998,                   1,               0.995,             0.76215,            0.018161,           0.0064842,                   0,           0.0015566,           0.0015566,           0.0015566
                  86,            0.020042,           0.0060449,                   0,                   1,                   1,               0.995,              0.7719,            0.016873,           0.0064622,                   0,           0.0014905,           0.0014905,           0.0014905
                  87,            0.018566,           0.0066738,                   0,             0.99999,                   1,               0.995,             0.78572,            0.016631,           0.0063735,                   0,           0.0014283,           0.0014283,           0.0014283
                  88,            0.018792,           0.0065774,                   0,             0.99999,                   1,               0.995,             0.76724,            0.017418,           0.0064137,                   0,           0.0013701,           0.0013701,           0.0013701
                  89,             0.01746,           0.0062605,                   0,             0.99999,                   1,               0.995,             0.78464,            0.016749,           0.0063658,                   0,            0.001316,            0.001316,            0.001316
                  90,            0.018869,           0.0061597,                   0,                   1,                   1,               0.995,             0.75625,            0.017628,            0.006428,                   0,            0.001266,            0.001266,            0.001266
                  91,            0.019224,           0.0063852,                   0,             0.99999,                   1,               0.995,             0.77738,            0.017093,           0.0063992,                   0,           0.0012202,           0.0012202,           0.0012202
                  92,            0.017685,           0.0060972,                   0,             0.99998,                   1,               0.995,              0.7811,             0.01702,           0.0063888,                   0,           0.0011787,           0.0011787,           0.0011787
                  93,            0.016959,           0.0061292,                   0,             0.99999,                   1,               0.995,             0.78258,            0.016491,           0.0063148,                   0,           0.0011414,           0.0011414,           0.0011414
                  94,            0.017091,           0.0061324,                   0,                   1,                   1,               0.995,             0.79059,            0.017163,           0.0063455,                   0,           0.0011084,           0.0011084,           0.0011084
                  95,            0.017051,           0.0059723,                   0,             0.99998,                   1,               0.995,             0.79174,             0.01686,           0.0063016,                   0,           0.0010797,           0.0010797,           0.0010797
                  96,            0.017225,           0.0058925,                   0,             0.99999,                   1,               0.995,             0.79031,            0.017118,           0.0062698,                   0,           0.0010554,           0.0010554,           0.0010554
                  97,            0.016939,           0.0064518,                   0,                   1,                   1,               0.995,             0.79305,            0.016218,           0.0061936,                   0,           0.0010355,           0.0010355,           0.0010355
                  98,            0.016801,           0.0057162,                   0,                   1,                   1,               0.995,             0.79447,            0.016385,           0.0062093,                   0,             0.00102,             0.00102,             0.00102
                  99,             0.01697,           0.0057677,                   0,             0.99999,                   1,               0.995,             0.79932,            0.016551,           0.0062337,                   0,           0.0010089,           0.0010089,           0.0010089
